"";"kolarstwo1";"kolarstwo2";"kolarstwo3";"kolarstwo4";"muzyka1";"muzyka2";"muzyka3";"muzyka4";"Pi³kaNo¿na1";"Pi³kaNo¿na2";"Pi³kaNo¿na3";"Pi³kaNo¿na4";"SprzêtElektroniczny1";"SprzêtElektroniczny2";"SprzêtElektroniczny3";"SprzêtElektroniczny4";"Szachy1";"Szachy2";"Szachy3";"Szachy4"
"jechaæ";0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeden";1;1;3;2;4;0;3;2;1;1;0;0;0;2;0;1;0;0;2;1
"jedenastu";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"jednaæ";1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednak¿e";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"jedne";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednego";0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0
"jednia";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednoczesny";1;2;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0
"jednog³osowy";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednostajny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednostka";1;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1
"jednoznaczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"jedyny";0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1
"jedzenie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jersey";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"jerzego";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jerzy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jesiennozimowy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jestem";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"jesteœ";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"jesteœmy";0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;1;0
"jetstream";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"jezioro";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeŸdziæ";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jêzyk";0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0
"jêzykowy";0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0
"jim";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"johna";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"joñski";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"józefa";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jubal";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"juz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"kadencja";0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"kadencyjny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"kadra";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"kadry";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"kalifornijski";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kaloria";0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kameralny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamil";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"kanadyjski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"kana³";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"kandydat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"kanon";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kanta";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"kapka";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kap³an";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kara";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"kariera";0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0
"karny";0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0
"kart";0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0
"karta";0;0;0;0;0;1;0;0;0;0;0;0;14;0;0;0;0;0;0;0
"kartka";0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0
"kaseta";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kasowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kasperczak";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"katabolizm";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"katedra";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kategoria";0;0;0;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0
"kategoriiwspó³czesn¹";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kategoryzacja";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"katharsis";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"katowic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"katowicach";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
"katowice";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"katowiczanin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"kawa³";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"kawa³ek";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"kazimierz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ka¿dy";2;0;1;7;1;1;1;3;2;1;2;2;2;4;1;0;3;0;6;4
"kcal";0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kcaldobê";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kibic";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0
"kibicerodzice";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"kibicowaæ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"kids";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"kiedyœ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"kielc";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kiepski";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kierowaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"kierunek";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kieszeñ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"kilka";1;2;0;1;0;1;1;0;0;0;1;0;1;3;1;0;0;0;0;0
"kilkadziesi¹t";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"kilkakrotny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kilkanaœcie";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"kilkoma";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"kilkudziesiêciu";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kilkunastu";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kilogram";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kilokaloria";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kim";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"kimœ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"kina";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"kithara";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kithary";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kitharze";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klaskaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klasycyzm";0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"klasyczny";0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;2;0;2;0;0
"klasyfikacja";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klasyk";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"klasztor";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klatka";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kleine";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klient";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0
"klimat";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klimatyczny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"klub";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"klubie";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"klubowy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"klucz";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kluczowy";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
"k³opot";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kmgodz";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kmœ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"know";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kobieta";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"kochaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"kognitywny";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"kojarzyæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koktajl";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolarski";0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolarstwo";2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolarz";9;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kolega";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kolej";0;0;0;1;0;0;4;0;0;0;0;0;1;1;0;2;0;1;0;1
"kolejka";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"kolejnoœæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"kolejny";2;0;2;3;1;0;1;0;0;0;1;0;1;2;0;1;0;0;0;0
"kolekcja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"kolor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"kolosalny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ko³atek";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ko³owy";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"kombinacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"komentarz";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"komfort";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"komórka";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"komórkowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"kompaktowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kompletny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"komponenta";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"komponowaæ";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kompozytor";0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kompromis";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"komputer";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"komputerowy";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"komu";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"komunikacja";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"komunikat";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"koncentracja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1
"koncentrowaæ";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koncepcja";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"koncert";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koncertowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kondensacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"kondycja";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"konekwencji";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"konfrontacja";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"konfrontowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"koniec";0;1;0;1;0;0;0;0;0;0;0;1;2;3;0;1;2;0;0;0
"koniecznoœæ";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"konieczny";0;3;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2
"konkretny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;1
"konsekwencja";1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0
"konsekwentny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"konsola";0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
"konsole";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"konstrukcja";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"konsument";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kontakt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"kontekst";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"kontekœciejeœli";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"kontrapunktyczny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"kontrola";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"kontrolny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kontrowersyjny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kontur";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"kontuzja";0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kontynent";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"kontynetalne";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kontynuacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"kontynuowaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kontynuuj¹c";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"konwencjonalny";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"koñcowy";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"koñcówka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"koñcz¹c";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koordynacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"kopacz";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"koperta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"korelacja";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"korespondencja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"koronawirusa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"korporacja";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"korpus";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kors";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"korso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"korzystaæ";0;1;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0
"korzystny";0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"korzyœæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6
"kosmos";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kosztowaæ";0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"koszulka";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"koœci";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koœciany";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koœcielny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"koœció³";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kozio³";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kraj";0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;5
"krajowy";0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0
"krawêdŸ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"krawiec";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kr¹¿ek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"kr¹¿eniowooddechow¹";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kr¹¿yæ";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kreowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"krew";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"krêciæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krêgos³up";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krogius";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"krok";0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0
"krotnie";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"król";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"królewski";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2
"królowaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krótki";1;2;0;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"krótkich";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krótkotrwa³y";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"krótszy";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krupa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"krupski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"kryæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
"krypta";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"kryptowalut";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"kryszta³ek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"krytyczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1
"krytyka";0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"krytykowaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kryzys";0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"kryzysowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krzem";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"krzyk";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"krzysztof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
"krzywousty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ksi¹dz";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ksi¹¿ka";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"ksiêdze";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kszta³ciæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"kszta³t";0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"kszta³towaæ";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1
"ktesibios";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ktoœ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"który";1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0
"kula";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kulisa";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kulminacja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kult";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kultura";0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"kulturalny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"kulturotwórczy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"kulturowy";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"kulturoznawca";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"kupiæ";0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"kupno";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"kupowaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"kursy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"kusiæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kwadrat";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"kwarta";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kwarta³";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"kwartet";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kwas";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kwasu";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kwestia";1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"kwiecieñ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kwota";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"kyptowalut";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"lady";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"languages";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"laptop";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"larson";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"las";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lata";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"latach";0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"lato";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"l¹dowaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"leather";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"lech";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"leczyæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ledwie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"legendarny";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"legitymowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"lekcja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
